canal_section	surveyors	tree_number	species	number_of_trees	height_metres	diameter_centimetres	w3w_url	gmaps_url	condition	action	survey_limitation	photo_1	photo_2	photo_3	photo_4
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-025	Ash	1	18.0		"=HYPERLINK(""https://what3words.com/dentures.blown.wriggled"",""dentures.blown.wriggled"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775981%2C-2.344665"",""(51.775981, -2.344665)"")"	"Class 1 - 100% to 75%

"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-025-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-026	Sycamore	10	14.0		"=HYPERLINK(""https://what3words.com/moving.villager.shields"",""moving.villager.shields"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775927%2C-2.344535"",""(51.775927, -2.344535)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-027	Sycamore	2	12.0		"=HYPERLINK(""https://what3words.com/banquets.overhaul.submerged"",""banquets.overhaul.submerged"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775846%2C-2.344491"",""(51.775846, -2.344491)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-028	Sycamore	16	12.0		"=HYPERLINK(""https://what3words.com/wedding.establish.chips"",""wedding.establish.chips"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.73742%2C-2.342442"",""(51.73742, -2.342442)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-029	Alder	1	12.0		"=HYPERLINK(""https://what3words.com/budget.soonest.removed"",""budget.soonest.removed"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775792%2C-2.34436"",""(51.775792, -2.34436)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-030	Willow	1	9.0		"=HYPERLINK(""https://what3words.com/glorified.stilted.shells"",""glorified.stilted.shells"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775604%2C-2.344099"",""(51.775604, -2.344099)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"26/10/2021
Chris Shaw,Angeline Cobie"	WHL-031	Alder	30	18.0		"=HYPERLINK(""https://what3words.com/elders.contents.form"",""elders.contents.form"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775577%2C-2.343968"",""(51.775577, -2.343968)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-032	Alder	100	16.0		"=HYPERLINK(""https://what3words.com/bath.motive.sticky"",""bath.motive.sticky"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775394%2C-2.343931"",""(51.775394, -2.343931)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-033	Crack willow	1	15.0		"=HYPERLINK(""https://what3words.com/chart.pity.equity"",""chart.pity.equity"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775172%2C-2.343401"",""(51.775172, -2.343401)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-034	Ash	1	16.0		"=HYPERLINK(""https://what3words.com/verve.awaiting.lurching"",""verve.awaiting.lurching"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775119%2C-2.343358"",""(51.775119, -2.343358)"")"	"Class 1 - 100% to 75%

"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-034-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-035	Crack willow	1	15.0		"=HYPERLINK(""https://what3words.com/verve.awaiting.lurching"",""verve.awaiting.lurching"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775119%2C-2.343358"",""(51.775119, -2.343358)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-036	Sycamore	1	9.0		"=HYPERLINK(""https://what3words.com/verve.awaiting.lurching"",""verve.awaiting.lurching"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775119%2C-2.343358"",""(51.775119, -2.343358)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-037	Alder	20	16.0		"=HYPERLINK(""https://what3words.com/blushes.comfort.riverbank"",""blushes.comfort.riverbank"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775038%2C-2.343183"",""(51.775038, -2.343183)"")"	"

One is hanging over with ivy to the crown"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-037-alder-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-038	Crack willow	2	16.0		"=HYPERLINK(""https://what3words.com/sharpen.nosedive.fairway"",""sharpen.nosedive.fairway"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774957%2C-2.343096"",""(51.774957, -2.343096)"")"	"

Possibly leaning possibly supported by other neighbouring tree"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-038-crack_willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-039	Alder	3	8.0		"=HYPERLINK(""https://what3words.com/apricot.monday.relatives"",""apricot.monday.relatives"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774903%2C-2.343053"",""(51.774903, -2.343053)"")"	"

Leaning with ivy to the crown"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-039-alder-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-040	Alder	1	16.0		"=HYPERLINK(""https://what3words.com/whirlwind.owns.yoga"",""whirlwind.owns.yoga"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774849%2C-2.342965"",""(51.774849, -2.342965)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-041	Large leaved lime	1	16.0		"=HYPERLINK(""https://what3words.com/whirlwind.owns.yoga"",""whirlwind.owns.yoga"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774849%2C-2.342965"",""(51.774849, -2.342965)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-042	Alder	50	16.0		"=HYPERLINK(""https://what3words.com/relatives.originate.duos"",""relatives.originate.duos"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774633%2C-2.342617"",""(51.774633, -2.342617)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-043	Crack willow	1	14.0		"=HYPERLINK(""https://what3words.com/rungs.thorax.brisk"",""rungs.thorax.brisk"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77458%2C-2.342486"",""(51.77458, -2.342486)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-044	Willow	3	15.0		"=HYPERLINK(""https://what3words.com/plums.amphibian.masts"",""plums.amphibian.masts"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774391%2C-2.342225"",""(51.774391, -2.342225)"")"	"

Leaning over the canal"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-044-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-045	Alder	10	16.0		"=HYPERLINK(""https://what3words.com/shuffle.engineers.ladder"",""shuffle.engineers.ladder"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77431%2C-2.342094"",""(51.77431, -2.342094)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-046	White Willow	2	16.0		"=HYPERLINK(""https://what3words.com/outings.stumble.sandpaper"",""outings.stumble.sandpaper"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774202%2C-2.342007"",""(51.774202, -2.342007)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-047	Alder	1	8.0		"=HYPERLINK(""https://what3words.com/narrowest.acoustics.cabinets"",""narrowest.acoustics.cabinets"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774148%2C-2.341919"",""(51.774148, -2.341919)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-048	White Willow	1	14.0		"=HYPERLINK(""https://what3words.com/users.candidate.achieving"",""users.candidate.achieving"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774067%2C-2.341876"",""(51.774067, -2.341876)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-049	Crack willow	1	12.0		"=HYPERLINK(""https://what3words.com/users.candidate.achieving"",""users.candidate.achieving"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774067%2C-2.341876"",""(51.774067, -2.341876)"")"	"

"	"
"	On other side of bank				
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Peter Savage,Debbie Campbell"	WHL-050	Alder	7	16.0		"=HYPERLINK(""https://what3words.com/glad.clumped.cliff"",""glad.clumped.cliff"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774014%2C-2.341832"",""(51.774014, -2.341832)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-051	Hawthorn	3	6.0	30.0	"=HYPERLINK(""https://what3words.com/twisty.tint.raft"",""twisty.tint.raft"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776187%2C-2.345383"",""(51.776187, -2.345383)"")"	"
Leaning over tow path or river
"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-052	Sycamore	1	10.0	30.0	"=HYPERLINK(""https://what3words.com/incurring.scooter.thrones"",""incurring.scooter.thrones"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77613%2C-2.345347"",""(51.77613, -2.345347)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-053	Sycamore	1	11.0	15.0	"=HYPERLINK(""https://what3words.com/honeybees.goods.runways"",""honeybees.goods.runways"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776198%2C-2.345349"",""(51.776198, -2.345349)"")"	"
Leaning over tow path or river
"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-054	Deciduous	1	12.0	12.0	"=HYPERLINK(""https://what3words.com/models.upstarts.rent"",""models.upstarts.rent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776131%2C-2.345223"",""(51.776131, -2.345223)"")"	"
Tree is dead
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-054-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-055	Sycamore	1	15.0		"=HYPERLINK(""https://what3words.com/squeaking.gems.witless"",""squeaking.gems.witless"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776166%2C-2.345285"",""(51.776166, -2.345285)"")"	"

"	"
"	Other				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-056	Deciduous	4	8.0		"=HYPERLINK(""https://what3words.com/lift.reckons.washing"",""lift.reckons.washing"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776264%2C-2.345082"",""(51.776264, -2.345082)"")"	"
Tree is dead
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-056-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-056-deciduous-additional_photo_2.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-057	Hawthorn	1	8.0		"=HYPERLINK(""https://what3words.com/official.crazy.supported"",""official.crazy.supported"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776087%2C-2.345098"",""(51.776087, -2.345098)"")"	"
Leaning over tow path or river
"	"
"	Could not safely access other side of tree				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-058	Sycamore	2	15.0	40.0	"=HYPERLINK(""https://what3words.com/horizons.rekindle.whimpered"",""horizons.rekindle.whimpered"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776051%2C-2.345089"",""(51.776051, -2.345089)"")"	"

Lots of ivy

Branches overhanging River"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-058-sycamore-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-059	Hawthorn	2	15.0	15.0	"=HYPERLINK(""https://what3words.com/tenure.squirted.book"",""tenure.squirted.book"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776012%2C-2.34504"",""(51.776012, -2.34504)"")"	"
Lots of ivy in crown
"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-060	Ash	1	12.0		"=HYPERLINK(""https://what3words.com/invest.toads.haunt"",""invest.toads.haunt"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775988%2C-2.344965"",""(51.775988, -2.344965)"")"	"Class 2 - 75% to 50%
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-060-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-061	Ash	1	12.0	25.0	"=HYPERLINK(""https://what3words.com/brilliant.ponies.cycled"",""brilliant.ponies.cycled"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775963%2C-2.344965"",""(51.775963, -2.344965)"")"	"Class 2 - 75% to 50%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-061-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-062	Deciduous	1	10.0	12.0	"=HYPERLINK(""https://what3words.com/today.digestion.health"",""today.digestion.health"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775951%2C-2.344949"",""(51.775951, -2.344949)"")"	"
Lots of ivy in crown
"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-063	Sycamore	1	12.0	30.0	"=HYPERLINK(""https://what3words.com/today.digestion.health"",""today.digestion.health"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775948%2C-2.344954"",""(51.775948, -2.344954)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-064	Ash	1	18.0	30.0	"=HYPERLINK(""https://what3words.com/runner.utensil.renamed"",""runner.utensil.renamed"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.776019%2C-2.344951"",""(51.776019, -2.344951)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-064-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-065	Deciduous	2	5.0	12.0	"=HYPERLINK(""https://what3words.com/trappings.speedy.airfields"",""trappings.speedy.airfields"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775916%2C-2.34489"",""(51.775916, -2.34489)"")"	"
Tree is dead
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-065-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-066	Hawthorn	1	13.0	20.0	"=HYPERLINK(""https://what3words.com/applauded.guru.pint"",""applauded.guru.pint"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775876%2C-2.344912"",""(51.775876, -2.344912)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-067	Ash	1	20.0	80.0	"=HYPERLINK(""https://what3words.com/saying.traders.lamenting"",""saying.traders.lamenting"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775845%2C-2.344891"",""(51.775845, -2.344891)"")"	"Class 1 - 100% to 75%

Broken branch
Hole in trunk 
Dangling branch"	"Remove Branch obstruction
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-067-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-067-ash-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-067-ash-general_photo.jpg"",""Photo 3"")"",""Photo 3"")"",""Photo 3"")"",""Photo 3"")"	
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-068	Hawthorn	3	8.0	15.0	"=HYPERLINK(""https://what3words.com/eliminate.insects.pilots"",""eliminate.insects.pilots"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775869%2C-2.344799"",""(51.775869, -2.344799)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-069	Elder	1	5.0	6.0	"=HYPERLINK(""https://what3words.com/wreck.smarting.verse"",""wreck.smarting.verse"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775844%2C-2.344778"",""(51.775844, -2.344778)"")"	"

"	"
"	No				
